"id","t1","t2","t3","t4","t5"
"4981","50.41","85.68","19.05","89.66","10.59"
"4982","20.99","51.1","30.73","72.3","38.71"
"4983","39.37","38.4","12.43","82.65","10.34"
"4984","54.73","71.01","19.93","95.38","89.07"
"4985","72.95","90","37.87","56.15","3.19"
"4986","95.05","34.87","86.88","14.51","67.03"
"4987","97.26","25.38","33.02","50.72","12.12"
"4988","54.05","35.99","2.52","96.15","70.41"
"4989","93.94","89.48","3.56","53.07","7.27"
"4990","97.65","19.71","27.23","43.46","82.66"
"4991","85.22","85.88","93.1","59.96","78.44"
"4992","7.79","92.86","47.87","3.07","46.22"
"4993","13.39","58.43","27.03","75.33","69.17"
"4994","3.53","26.29","90.72","45.32","52.28"
"4995","92.44","4.45","53.67","5.96","15.62"
"4996","18.39","44.2","50.88","86.38","65.06"
"4997","37.95","2.19","60.22","61.69","16.91"
"4998","85.29","62.28","75.22","86.06","49.87"
"4999","38.57","47.72","35.38","66.2","43.08"
"5000","84.3","18.82","99.8","7.79","9.65"
"5001","35.98","4.76","11.38","71.13","60.31"
"5002","7.42","61.35","98.44","97.28","39"
"5003","33.28","81.01","26.15","86.68","98.88"
"5004","91.51","89.1","8.33","49.09","74.55"
"5005","22.03","64.29","13.27","24.79","44.93"
"5006","45.29","19.87","63.49","48.2","99.87"
"5007","61.01","86.12","65.01","57.62","75.99"
"5008","64.73","73.2","51.79","22.65","21.17"
"5009","91.09","39.5","12.84","27.19","70.43"
"5010","12.97","19.15","24.71","8.28","12.63"
"5011","25.44","30.64","56.69","17.92","66.74"
"5012","82.75","68.65","4.87","74.41","44.87"
"5013","10.34","83.57","82.35","55.4","91.13"
"5014","66.57","77.7","76.21","44.78","90.49"
"5015","22.62","88.3","7.28","11.43","91.58"
"5016","13.29","74.16","44.81","62.42","47.36"
"5017","73.96","2.31","85.91","24.62","57.92"
"5018","99.73","81.76","45.62","26.65","73.83"
"5019","37.35","18.59","92.82","41.57","14.52"
"5020","40.35","48.57","3.88","29.69","16.66"
"5021","26.53","81.5","11.26","64.96","89.86"
"5022","11.66","88.2","9.88","57.38","26.59"
"5023","37.92","69.54","67.2","96.05","65.49"
"5024","46.8","76.62","24.1","58.51","38.14"
"5025","5.67","89.47","6.65","9.62","49.28"
"5026","36.98","10.68","13.34","10.17","27.68"
"5027","51.44","3.76","98.19","30.93","22.46"
"5028","48.6","67.59","39.44","46.06","6.66"
"5029","83.27","70.04","59.44","69.61","27.72"
"5030","2.48","18.51","85.86","31.99","41.34"
"5031","96.59","83.48","88.26","34.15","61.14"
"5032","51.08","32.36","76.16","17.49","55.33"
"5033","71.69","1.29","52.68","27.16","56.42"
"5034","36.61","94.29","30.99","81.66","38.09"
"5035","23.31","37.37","95.1","46.55","10.55"
"5036","24.77","65.9","97.23","30.36","43.8"
"5037","55.83","50.77","78.15","6.57","57.71"
"5038","40.5","19.41","99.98","82.99","12.05"
"5039","41.84","30.7","69.81","16.61","62.81"
"5040","80.37","74.05","3.76","58.42","86.91"
"5041","6.1","71.12","10.06","66.02","51.02"
"5042","94.96","19.56","38.33","44.96","9.34"
"5043","46.2","48.54","74.42","49.9","87.21"
"5044","72.48","7.59","79.55","69.99","32.27"
"5045","97.27","11.22","11.1","33.06","17.56"
"5046","5.17","73.52","1.11","88.54","28.98"
"5047","52.78","99.33","90.65","43.08","15.7"
"5048","69.31","69.24","47.29","51.93","38.75"
"5049","13.55","99.22","79.28","98.6","67.16"
"5050","40.18","60.24","39.36","38.58","21.13"
"5051","43.81","64.71","41.56","1.53","6.57"
"5052","93.74","82.91","73.21","20.19","64.18"
"5053","87.52","76.77","90.66","92.07","31.17"
"5054","15.87","39.86","36.8","76.3","73.52"
"5055","34.53","22.31","71.36","5.42","73.18"
"5056","65.54","60.85","32.97","39.31","20.03"
"5057","70.39","1.73","73.31","59.89","97.83"
"5058","39.8","1.73","67.23","5.12","69.61"
"5059","33.97","33.43","88.01","33.2","82.76"
"5060","92.81","78.99","28.14","73.42","47.89"
"5061","45.79","96.85","20.61","12.67","84.95"
"5062","60.98","42.92","18.76","40.96","38.42"
"5063","8.48","56.88","42.96","99.73","81.52"
"5064","0.58","95.61","66.93","48.28","62.31"
"5065","50.31","17.4","84.14","20.4","23.17"
"5066","79.97","43.97","55.87","80.09","23.34"
"5067","55.83","66.62","70.57","84.7","50.07"
"5068","16.36","94.07","45.32","76.49","48.13"
"5069","94.9","45.23","25.19","20.68","2.12"
"5070","1.7","97.63","13.7","98.04","55.18"
"5071","76.21","19.19","14.51","17.74","7.14"
"5072","29.78","48.93","44.88","82.13","90.39"
"5073","74.67","0.98","65.02","89.34","2.9"
"5074","56.02","90.72","60.15","58.88","59.4"
"5075","17.37","71.48","78","25.83","55.88"
"5076","44.11","90.34","88.18","84.12","20.95"
"5077","97.85","16.43","86.32","78.2","59.63"
"5078","63.78","85.5","25.72","78.08","55.56"
"5079","64.86","56.45","3.54","41.83","85.13"
"5080","70.71","73.6","27.8","89.32","87.73"
"5081","36.54","16.37","70.89","51.42","40.45"
"5082","84.91","67.63","11.64","45.46","48.1"
"5083","78.37","55.41","19.79","14.3","88.69"
"5084","12.11","86.14","1.51","54.52","27.63"
"5085","53.14","78.54","34.81","66.17","14.21"
"5086","48.3","34.8","32.07","84.29","96.64"
"5087","49.35","96.98","6.01","30.68","45.72"
"5088","11.01","41.43","0.24","31.41","21.85"
"5089","53.81","68.2","25.46","92.44","9.37"
"5090","27.34","28.73","67.89","86.77","60.76"
"5091","49.67","99.69","69.47","57.45","28.76"
"5092","9.89","27.64","97.2","95.71","90.94"
"5093","21.46","78.79","37.27","8.74","7.97"
"5094","78.95","3.56","36.56","38","10.17"
"5095","49.86","29.42","4.42","27.32","14.86"
"5096","27.41","61.22","3.17","69.85","28.17"
"5097","30.69","81.29","39.42","8.1","39.33"
"5098","68.43","3","19.43","11.01","68.78"
"5099","33.65","40.67","47.22","28.72","62.09"
"5100","6.08","93.91","36.81","17.42","26.18"
"5101","4.88","82.75","8.15","19.03","85.79"
"5102","8.62","94.17","74.35","47.75","22.2"
"5103","10.31","60.32","50.66","52.85","94.49"
"5104","44.64","33.2","99.59","3.19","74.99"
"5105","66.56","90.94","90.05","70.44","88.74"
"5106","28.93","58.66","5.13","69.03","19.4"
"5107","59.66","54.04","32.38","24.08","39.2"
"5108","97.6","61.68","85.39","76.46","40.61"
"5109","91.06","17.04","69.15","32.14","82.46"
"5110","28.69","90.13","14.37","71.37","49.28"
"5111","71.21","91.79","83.34","77.21","85.57"
"5112","44.83","61.21","89.9","24.91","78.11"
"5113","39.32","52.57","53.3","79.85","52.03"
"5114","1.1","95.22","26.3","31.48","18.75"
"5115","26","33.39","24.29","90.94","5.12"
"5116","37.59","32.43","83.96","43.6","58.71"
"5117","75.6","75.77","40.98","29.67","76.22"
"5118","99.37","13.52","17.48","61.14","74.53"
"5119","5.93","1.28","71.69","36.51","55"
"5120","74.43","52.93","62.64","46.56","54.46"
"5121","53.11","64.09","66.95","38.54","13.94"
"5122","17.34","91.48","53.55","34.45","47.92"
"5123","85.87","9.28","88.11","84.9","92.47"
"5124","4.02","93.54","38.67","72.69","21.53"
"5125","44.5","66.31","38.46","28.62","14.48"
"5126","11.64","27.61","68.91","64.29","72.2"
"5127","85.78","41.74","63.04","65.86","29.44"
"5128","69.95","29.52","82.93","18.17","26.52"
"5129","61.78","48.14","50.59","63.95","43.67"
"5130","33.61","98.37","86.98","31.21","39.99"
"5131","65.55","60.81","96.51","30.11","62.36"
"5132","74.57","77.7","23.92","19.82","48.08"
"5133","99.72","39.89","82.46","96.3","74.75"
"5134","35.95","34.84","73.38","65.39","50.7"
"5135","32.02","53.39","18.93","66.74","13.16"
"5136","5.38","23.76","15.97","48.45","63.8"
"5137","13.42","20.56","69.81","75.29","34.37"
"5138","85.96","99.27","68.62","54.25","54.44"
"5139","18.3","40.42","96.23","75.67","21.4"
"5140","9.78","43.95","66.12","89.96","26.63"
"5141","47.87","32.12","80.19","7.57","22.63"
"5142","33.7","92.65","51.66","13.26","20.5"
"5143","91.67","69.66","16.66","93.75","45.79"
"5144","12.31","53.68","44.62","23.42","64.24"
"5145","90.27","9.13","65.24","90.3","72.22"
"5146","60.38","47.23","65.63","39.34","20.11"
"5147","11.88","13.48","22.35","59.82","83.28"
"5148","43.75","12.34","30.22","82.66","59.6"
"5149","68.26","49.95","13.19","52.65","52.82"
"5150","4.72","97.17","38.8","50.92","14.64"
"5151","65.32","2.11","14.12","38.26","50.68"
"5152","91.82","22.88","40.21","41.47","41.79"
"5153","71.5","41.33","58.13","99.82","91.16"
"5154","22.83","13.58","12.04","68.04","66.85"
"5155","59.82","25.36","55.19","18.27","25.99"
"5156","19.62","0.27","15.34","74.71","87.99"
"5157","32.37","45.09","48.05","87.29","59.63"
"5158","22.86","55.91","81.68","41.49","52.05"
"5159","72.44","67.52","48.42","39.78","20.37"
"5160","8.3","94.73","24.57","45.39","81.07"
"5161","22.55","24.67","41.44","1.26","85.03"
"5162","72.2","76.58","66.97","12.41","85.24"
"5163","22.29","99.49","61.99","36.57","44.93"
"5164","60.18","62.06","17.06","32.55","89.79"
"5165","46.35","21.38","67.76","97.9","98.67"
"5166","10.74","67.52","12.76","30.46","59.62"
"5167","99.77","85.71","37.11","80.59","59.08"
"5168","74.12","43.39","97.73","34.09","95.97"
"5169","68.06","94.82","93.58","77.24","30.91"
"5170","4.93","25.42","73","13.58","22.94"
"5171","25.52","53.83","78.35","88.44","53.08"
"5172","17.11","24.19","36.2","81.86","37.84"
"5173","19.82","74.97","29.15","41.94","38.99"
"5174","40.89","2.11","32.22","3.7","22.85"
"5175","31.15","57.11","28.15","71.81","67.69"
"5176","20.61","15.25","20.19","1.21","14.76"
"5177","4.04","95.88","58.31","36.53","32.23"
"5178","90.46","5.77","88.81","41.82","55.34"
"5179","52.28","53.73","37.42","49.05","56.42"
"5180","21.47","58.26","70.37","24.59","78.02"
"5181","13.01","13.34","52.78","78.52","41.58"
"5182","16.08","13.32","50.6","81.21","27.75"
"5183","85.02","65.8","75.89","7.32","15.41"
"5184","54.64","1.17","41.98","46.77","89.05"
"5185","82","9.21","72.57","15.52","33.77"
"5186","18.64","25.36","0.69","58.83","5.44"
"5187","2.16","70.33","0.18","17.29","84.27"
"5188","60.81","83.8","76.11","60.44","87.31"
"5189","98.81","69.63","31.07","38.04","14.16"
"5190","80.47","57.63","60.03","81.68","6.82"
"5191","65.55","50.52","32.42","5.72","48.23"
"5192","59.73","5.65","31.73","82.93","63.24"
"5193","90.67","91.28","45.42","70.15","37.71"
"5194","1.24","63.25","83.07","4.24","0.95"
"5195","4.32","68.03","91.05","21.1","91.46"
"5196","16.03","55.15","37.72","54.67","92"
"5197","59.59","10.36","90.67","21.01","72.08"
"5198","17.57","68.5","15.05","75.04","88.44"
"5199","1.52","18.47","83.61","49.26","93.63"
"5200","42.18","39.83","94.7","91.71","60.2"
"5201","50.25","6.11","44.29","3.16","15.34"
"5202","69.57","12.72","82.24","30.94","88.65"
"5203","44.5","47.87","50.36","39.63","62.8"
"5204","51.02","62.11","84.93","14.73","3.59"
"5205","72.04","18.86","50.2","30.52","38.37"
"5206","55.46","2.61","26.94","66.97","5.29"
"5207","37.59","42.68","14.2","20.49","51.82"
"5208","15.88","99.95","11.71","95.13","91.05"
"5209","50.8","75.21","95.7","65.49","89.86"
"5210","63.52","12.91","22.4","67.52","38.25"
"5211","45.99","36.24","23.4","75.74","56.47"
"5212","80.13","24.22","16.43","82.64","6.43"
"5213","73.71","53.93","3.2","30.67","64.03"
"5214","19.45","4.46","5.86","13.34","15.32"
"5215","6.12","40.55","99.1","13.65","80.33"
"5216","79.28","90.2","95.65","58.86","17.09"
"5217","1.19","69.28","20.87","29.09","80.36"
"5218","0.66","30.64","25.55","60.33","6.22"
"5219","26.52","7.44","84.81","30.2","48.24"
"5220","66.81","89.75","26.87","42.83","56.88"
"5221","24.05","87.98","85.93","15.55","2.23"
"5222","33.26","8.76","12.04","60.57","95.61"
"5223","36.79","76.72","72.01","60.14","37.97"
"5224","6.25","9.73","83.31","99.17","4.64"
"5225","34.04","9.21","57.65","97.74","3.22"
"5226","73.01","45.72","28.95","67.9","56.49"
"5227","97.7","13.3","65.93","2.22","64.78"
"5228","3.05","66.17","20.2","84.4","40.84"
"5229","72.31","43.75","70.94","18.98","63.68"
"5230","34.46","96.97","27.36","41.65","93.29"
"5231","40.45","58.03","73.86","31.51","0.39"
"5232","66.63","27.58","59.18","37.8","77.91"
"5233","90.13","0.79","97.77","34.95","28.78"
"5234","76.98","13.01","77.42","66.69","14.59"
"5235","65.72","31.65","49.32","11.81","12.8"
"5236","77.86","54.91","87.87","2.15","12.44"
"5237","30.91","35.67","75.64","34.16","4.51"
"5238","9.93","12.19","0.36","9.49","73.73"
"5239","64.91","32.04","54.38","21.49","94.99"
"5240","58.44","59.9","74.77","24.44","86.93"
"5241","32.81","68.61","29.71","22.15","78.43"
"5242","74.3","99.63","63.47","68.17","89.82"
"5243","96.33","89.74","56.49","76.86","41.44"
"5244","34.4","20.08","26.56","64.44","14.22"
"5245","95.39","10.84","84.79","46.7","60.41"
"5246","9.07","85.1","47.06","46.33","0.91"
"5247","49.97","95.22","54.55","28.2","32.63"
"5248","99.02","1.09","89.95","47.41","46.14"
"5249","89.68","90.86","0.09","10","62.37"
"5250","30.08","95.84","8.35","24.2","77.45"
"5251","23.48","92.19","59.72","57.93","93.67"
"5252","88.31","14.45","10.86","58.05","3.58"
"5253","44.65","33.66","57.45","54.13","27.89"
"5254","13.95","8.82","63.53","17.13","3.08"
"5255","81.46","47.31","94.72","75.51","40.47"
"5256","49.82","83.27","93.91","24.75","23.49"
"5257","22.18","94.72","56.97","5.77","63.73"
"5258","37.04","24.59","3.44","84.9","79.69"
"5259","20.44","19.61","26.98","67.25","67.43"
"5260","68.3","34.8","46.37","9.79","31.58"
"5261","62.07","42.37","94.85","85.32","30.41"
"5262","24.9","49.74","4.48","35.7","40.27"
"5263","95.11","14.33","62.47","6.71","95.12"
"5264","14.21","13.34","71.92","15.64","32.86"
"5265","35.56","98.46","12.25","51.78","84.45"
"5266","65.24","39.75","85.38","14.75","6.42"
"5267","51.69","57.51","20.88","87.82","4.64"
"5268","5.01","66.02","48.53","58.91","74.41"
"5269","45.25","91.82","27.36","91.71","11.75"
"5270","34.57","96.99","68.56","38.15","21.23"
"5271","90.54","53.31","86.41","89.58","67.8"
"5272","1.5","16.56","27.89","57.07","91.31"
"5273","26.91","40.44","99.2","20.03","61.43"
"5274","17.13","78.08","81.95","19.55","71.87"
"5275","24.27","68.3","50.57","91.19","45.14"
"5276","18.8","85.79","41.09","13.69","13.11"
"5277","30.97","30.84","19.37","11.4","81.23"
"5278","7.54","78.62","73.45","8.37","63.13"
"5279","11.81","52.89","96.41","71.19","65.18"
"5280","10.51","35.62","92.02","39.13","89.8"
"5281","89.32","17.82","86.35","85.27","57.95"
"5282","22.95","51.74","76.48","83.21","60.37"
"5283","77.26","18.83","62.55","42.1","1.86"
"5284","92.36","73.92","58.96","11.7","7.99"
"5285","10.12","15.63","43.37","8.3","48.21"
"5286","32.22","5.49","9.12","75.51","5.13"
"5287","2.42","31.92","22.42","77.86","73.2"
"5288","83.03","34.45","58.18","68.32","67.59"
"5289","53.65","81.98","71.51","11.36","39.59"
"5290","3.01","13.28","97.71","65.68","20.13"
"5291","7.62","82.05","28.42","88.43","42.23"
"5292","94.33","7.53","71.37","32.04","58.89"
"5293","68.03","77.74","29.74","65.25","81.7"
"5294","95.73","31.65","90.23","17.28","51.95"
"5295","19.36","35.16","47.59","42.65","38.98"
"5296","70.49","32.83","67.3","70.12","29.06"
"5297","53.02","91.71","35.36","70.23","93.21"
"5298","97.57","16.17","9.25","43.45","28.22"
"5299","5.7","11.87","11.63","90.2","50.17"
"5300","8.76","10.26","79.31","43.32","71.17"
"5301","59.52","74.89","0.82","52.22","96.95"
"5302","53.32","48.72","39.02","42.59","72.48"
"5303","89.1","13.18","44.11","14.47","9.08"
"5304","75.25","36.93","7.39","49.9","89.01"
"5305","78.1","7.22","86.39","13.78","6.73"
"5306","44.36","17.23","61.01","45.97","6.23"
"5307","9.94","68.13","88.68","39.71","38.83"
"5308","6.76","24.36","82.99","73.41","34.82"
"5309","42.36","73.22","88.6","93.96","71.39"
"5310","54.97","37.55","95.78","89.64","95.96"
"5311","86.5","92.29","97.62","88.72","67"
"5312","42.66","76.71","67.62","36.27","29.05"
"5313","33.4","37.65","81.23","19.05","69.45"
"5314","10.84","72.6","68.67","32.1","94.83"
"5315","81.65","37.31","99.71","8.33","1.85"
"5316","86.93","12.57","89.46","19.91","80.06"
"5317","39.05","5.05","33.58","3.37","80.76"
"5318","66.3","40.2","76.54","88.87","26.72"
"5319","6.85","75.5","93.47","82.57","84.38"
"5320","18.31","84.35","60.21","62.25","95.9"
"5321","27.23","27.95","89.69","33.37","25.09"
"5322","45.78","42.18","48.93","73.07","23.14"
"5323","8.59","29.13","37.67","35.45","1.34"
"5324","95.8","51.02","39.19","93.97","4.78"
"5325","10.7","35.9","20.15","63.59","67.19"
"5326","31.82","4.28","99.94","37.51","4.54"
"5327","32.11","52.4","29.76","63.02","8"
"5328","53.67","45.78","2.73","49.16","34.7"
"5329","96.44","38.77","75.11","12.08","35.49"
"5330","6.65","97.13","49.39","80.25","57.39"
"5331","61.08","16.78","91.88","37.2","79.31"
"5332","35.21","72.43","22.86","75.77","8.66"
"5333","97.67","58.35","40.12","57.99","55.1"
"5334","1.29","5.03","50.28","96.49","45.91"
"5335","75.49","36.68","78.96","3.53","37.88"
"5336","19.81","79.86","8.46","61.34","28.46"
"5337","42.58","86.22","30.08","24.58","61.37"
"5338","45.39","3.08","14.25","21.04","78.86"
"5339","69.88","6.23","58.46","6.56","79.68"
"5340","17.24","61.74","75.02","82.11","8.81"
"5341","65.58","63.46","4.83","7.1","74.2"
"5342","17.01","4.16","64.36","67.11","8.85"
"5343","42.72","36.87","53.31","56.47","91.92"
"5344","34.16","65.48","89.66","7.22","30.4"
"5345","68.42","41.24","74.08","3.95","28.35"
"5346","73.78","28.8","93.53","99.23","92.38"
"5347","49.3","17.8","29.84","79.99","41.88"
"5348","34.99","74.3","83.87","13.32","94.44"
"5349","88.65","20.86","7.71","8.66","46.52"
"5350","45.95","36.99","53.5","24.31","79.37"
"5351","18.75","45.25","5.63","63.03","92.03"
"5352","17.21","25.58","49.75","59.92","40.76"
"5353","90.75","3.12","91.81","5.37","74.94"
"5354","84.4","59.02","74.64","55.77","94.82"
"5355","51.97","26.42","70.13","13.53","14.45"
"5356","11.13","9.52","10.93","42.03","98.04"
"5357","79.01","22.77","74.1","93.35","74.28"
"5358","2.09","4.87","86.84","46.73","92.24"
"5359","46.58","57.01","83.31","81.85","71.17"
"5360","43.07","2.97","17.38","68.7","37.32"
"5361","5.84","64.28","69.81","95.15","63.02"
"5362","38.98","80.81","79.58","48.97","94.42"
"5363","86.66","59.83","28.47","99.64","78.71"
"5364","16.75","31.69","56.56","82","67.03"
"5365","32.8","99.94","40.52","87.7","6.43"
"5366","53.65","83.91","14.23","91.19","81.25"
"5367","32.21","58.31","82.97","9.28","56.11"
"5368","59.16","30.26","78.47","76.58","94.69"
"5369","40.33","47.49","36.29","43.23","40.4"
"5370","19.47","13.67","94.5","40.1","47.87"
"5371","60.6","92.37","14.05","93.7","8.01"
"5372","59.82","98.71","82.5","82.48","99.21"
"5373","17.28","89.35","94.83","28.19","44.01"
"5374","92.49","74.1","11.65","16.12","98.39"
"5375","13.31","85.69","33.34","98.94","76.52"
"5376","96.39","44.52","5.05","55.07","40.99"
"5377","3.17","9.29","29.85","56.87","65.73"
"5378","62.52","9.47","96.6","23.44","67.95"
"5379","6.45","19.81","5.96","79.91","66.65"
"5380","56.87","87.79","54.32","58.94","86.25"
"5381","43.45","52.21","15.19","87.06","83.1"
"5382","32.29","72.67","51.62","83.54","89.35"
"5383","15.63","68.24","19.02","15.19","6.45"
"5384","30.35","46.74","70.48","61.28","65.92"
"5385","95.37","24.78","88.63","14.37","48.16"
"5386","55.75","63.66","13.78","46.81","93.84"
"5387","19.48","58.61","79.63","32.52","59.22"
"5388","72.56","29.67","69.56","11.94","33.3"
"5389","69.81","2.65","55.28","65.71","61.59"
"5390","5.52","62.4","56.66","31.31","49.74"
"5391","87.31","37.67","34.52","91.69","54.46"
"5392","10.82","30.71","3.69","95.58","83.33"
"5393","4.08","31.61","43.34","75.1","65.23"
"5394","80.44","88.15","97.89","79.46","4.98"
"5395","89.28","18.95","33.02","6.1","98.63"
"5396","84.5","78.85","87.17","41.11","76.85"
"5397","80.99","87.3","12.31","53.96","76.07"
"5398","5.02","27.28","14.8","30.1","6.67"
"5399","31.92","88.28","52.39","1.18","62.71"
"5400","7.9","51.55","98.75","69.49","75.19"
"5401","64.71","62.14","39.77","4.96","61.02"
"5402","7.15","28.92","92.49","36.69","87.96"
"5403","8.69","26.97","37.91","50.9","28.87"
"5404","62.7","68.53","24.23","27.12","22.95"
"5405","67.02","50.59","6.73","19.45","46.19"
"5406","98.28","14.93","38.65","77.16","77.45"
"5407","46.78","8.83","76.49","15.38","23.53"
"5408","1.41","12.6","97.4","28.63","22.77"
"5409","18.52","86.24","12.33","23.83","24.68"
"5410","44.23","83.89","11.48","58.6","85.11"
"5411","49.19","98.02","45.44","20.63","44.44"
"5412","90.8","61.31","92.17","89.85","0.8"
"5413","99.23","64.45","59.32","77.6","11.12"
"5414","26.52","59.42","72.74","10.5","15.14"
"5415","83.3","10.71","1.32","46.96","27.78"
"5416","55.53","62.13","14.38","65.78","53.63"
"5417","57.03","66.69","90.15","59.25","85.14"
"5418","0.56","4.29","50.96","64.01","12.4"
"5419","94.93","3.63","73.28","98.81","5.4"
"5420","20.09","14.71","56.93","57.82","50.75"
"5421","17.7","54.85","58.53","96.47","74.11"
"5422","79.93","31.36","23.43","20.06","3.78"
"5423","69.12","72.94","82.24","56.68","70.42"
"5424","19.75","55.18","19.37","98.76","21.23"
"5425","25.87","36.7","96.23","79.65","71.02"
"5426","67.46","73.52","75.87","97.02","4.6"
"5427","54.65","63.14","62.02","2.48","78.45"
"5428","64.7","0.24","28.13","90.82","72.01"
"5429","76.48","8.27","53.05","95.77","81.05"
"5430","32.29","99.52","86.05","18.96","95.74"
"5431","75.08","79.28","22.88","76.07","96.14"
"5432","19.9","28.78","31.43","14.91","13.97"
"5433","59.31","24.96","79.4","21.26","98.7"
"5434","98.17","11.95","62.21","26.62","10.47"
"5435","89.62","56.31","41.47","96.42","8.48"
"5436","56.93","33.16","31.09","43.51","68.64"
"5437","30.83","44.83","22.36","90.49","86.14"
"5438","5.06","87.45","84.76","26.34","90.38"
"5439","32.34","77.61","32.7","7.52","2.19"
"5440","43.7","29.91","76.81","86.75","8.69"
"5441","62.19","10.1","77.54","92.5","73.19"
"5442","55.55","29.65","57.03","26.1","7.15"
"5443","21.3","37.62","41","39.25","20.58"
"5444","88.99","8","79.22","33.3","59.37"
"5445","98.16","91.75","52.04","43.79","75.53"
"5446","9.96","57.5","97.53","10.03","38.05"
"5447","78","52.36","10.91","0.79","75.85"
"5448","69.68","0.72","54.65","90.17","43.78"
"5449","99","22.75","94.99","72.46","55.87"
"5450","8.59","19.63","73.9","9.26","30.63"
"5451","69.52","72.4","24.36","33.5","80.32"
"5452","60.45","69.78","19.61","15.34","72.43"
"5453","1.06","66.5","53.77","46.02","4.58"
"5454","41.66","37.7","29.71","30.28","68.44"
"5455","79.4","48.19","74.48","93.19","54.65"
"5456","56.47","6.82","49.67","97.88","42.93"
"5457","85.74","86.65","41.53","36.08","3"
"5458","83.02","71.44","12.23","42.35","74.51"
"5459","33.86","68.96","17","4.76","38.98"
"5460","40.65","52.8","86.46","2.19","46.35"
"5461","72.35","64.56","39.91","28.23","9.71"
"5462","2.35","84.46","91.91","21.09","99.89"
"5463","55.92","53.95","10.84","26.84","19.08"
"5464","72.24","67.83","9.39","87.86","84.43"
"5465","87.64","10.78","19.14","95.71","82.61"
"5466","70.02","17.91","63.65","61.33","64.37"
"5467","3.87","56.53","0.07","79.66","17.99"
"5468","80.51","70.72","44.94","7.4","22.03"
"5469","92.92","10.47","21.11","78.71","87.65"
"5470","46","81.44","45.56","99.33","85.71"
"5471","91.99","55.59","10.89","54.49","35.72"
"5472","6.04","39.38","43.1","0.09","7.18"
"5473","38.9","40.18","80.27","76.16","88.19"
"5474","22.92","25.72","3.94","90.06","80.21"
"5475","46.96","53.86","97.56","56.38","11.24"
"5476","99.93","38.57","29.8","94.57","65.91"
"5477","37.96","4.23","53.48","28.2","3.39"
"5478","31.83","36.7","26.8","46.19","14.43"
"5479","43.16","67.69","93.54","7.8","1.13"
"5480","73.07","64.33","24.01","95.32","95.65"
"5481","92.02","47.5","76.13","80.06","64.74"
"5482","47.19","44.1","66.72","59.59","54.05"
"5483","62.55","37.57","83.67","78.23","18.63"
"5484","45.35","44.01","77.06","17.67","36.44"
"5485","36.93","41.06","36.32","35.48","31.96"
"5486","6.58","60.2","55.82","4.36","48.55"
"5487","63.41","78.46","67.21","77.31","15.02"
"5488","16.32","92.57","26.88","65.36","29.95"
"5489","48.91","73.88","49.85","40.48","9.66"
"5490","65.38","42.72","86.22","97.95","31.81"
"5491","31.32","40.18","20.42","95.81","25.96"
"5492","14.68","52.68","63.94","15.08","30.66"
"5493","22.89","48.84","97.67","60.95","81.85"
"5494","97.04","91.22","56.32","87.76","34.9"
"5495","77.02","80.39","84.28","27.94","96.22"
"5496","15.26","0.97","94.73","60.61","41.31"
"5497","88.51","16.59","67.56","21.62","52.99"
"5498","92.29","70.2","86.72","59.55","38.54"
"5499","21.97","88.65","58.13","65.46","53.09"
"5500","85.73","98.5","60.67","67.69","15"
"5501","40.34","13.58","49.05","83.89","12.18"
"5502","46.8","95.24","36.64","56.35","59.93"
"5503","80.02","76","25.77","3.17","23.31"
"5504","74.61","26.99","68.67","55.38","11.74"
"5505","38.96","2.6","70.29","85.14","72.32"
"5506","69.88","55.69","21.76","17.84","50.07"
"5507","78.61","11.19","48.03","10.12","28.92"
"5508","21.19","26.91","68.43","8.82","14.98"
"5509","89.62","0.49","99.26","58.59","78.49"
"5510","74.38","58.31","29.44","73.35","68.94"
"5511","44.12","25.65","60.06","37.37","90.42"
"5512","76.42","69.32","12.61","84.43","19.2"
"5513","81.65","41.36","57.54","37.36","22.01"
"5514","34.14","66.8","80.04","86.78","2.22"
"5515","3.69","40.18","54.58","95.31","24.66"
"5516","53.84","4.2","60.53","76.67","63.98"
"5517","22.23","74.69","9.93","33.78","27.44"
"5518","84.59","95.33","1.55","18.74","64.51"
"5519","70.07","37.07","67.84","21.42","6.53"
"5520","2","45.76","35.88","14.2","62.51"
"5521","34.08","6.4","90.29","13.22","8.3"
"5522","94","29.32","28.27","71.58","36.65"
"5523","63","7.22","74.73","11.72","74.58"
"5524","92.47","1.95","27.38","97.91","94.26"
"5525","29.55","96.44","91.65","81.7","30.3"
"5526","95.09","65.44","95.88","9.79","0.95"
"5527","40.64","36.23","6.21","63.56","82.09"
"5528","36.5","37.76","62.98","37.69","63.83"
"5529","50.53","50.06","72.9","97.33","61.47"
"5530","1.76","54.68","28.8","94.83","4.73"
"5531","2.47","41.67","38.2","11.23","19.96"
"5532","52.89","32.89","46.9","34.27","16.52"
"5533","61.32","74.87","14.9","94.66","9.46"
"5534","99.26","84.98","58.86","70.39","83.53"
"5535","13.41","56.36","60.92","56.14","46.1"
"5536","74.97","10.18","53.13","38.09","86.14"
"5537","5.81","4.1","69.25","85.2","37.89"
"5538","27.99","56.1","50.03","40.08","36.39"
"5539","92.9","39.33","44.67","47.21","29.14"
"5540","64.93","36.33","64.27","54.68","47.14"
"5541","46.81","85.71","44.06","93.46","8.69"
