"id","t1","t2","t3","t4","t5"
"1021","30.55","65.8","84.35","24.37","89.42"
"1022","3.03","9.9","42.04","20.25","92.01"
"1023","33.56","75.23","47.03","77.11","16.28"
"1024","47.51","2.77","37.82","24.33","64.17"
"1025","93.4","7.61","0.84","72.57","49.62"
"1026","36.1","52.06","48.99","33.82","75.49"
"1027","42.61","75.68","0.03","35.98","72.69"
"1028","55.84","0.55","34.91","81.03","82.97"
"1029","52.72","26.16","70.11","64.59","81.8"
"1030","72.73","26.9","85.66","43.83","21.36"
"1031","29.95","16.7","96.3","59.42","58.05"
"1032","89.6","21.45","99.37","33.23","40.19"
"1033","0.18","71.26","93.98","80.88","82.24"
"1034","42.66","13.02","87.87","83.24","25.02"
"1035","36.75","97.82","20.79","90.31","61.59"
"1036","18.43","81.31","4","36.51","32.57"
"1037","55.42","5.09","82.59","98.15","37.74"
"1038","58.43","54.55","21.85","78.54","98.27"
"1039","15.67","61.83","94.66","87.22","26.69"
"1040","70.08","65.13","82","65.22","1.04"
"1041","10.91","0.98","4.4","70.39","5.08"
"1042","27.42","98.33","12.36","83.14","17.47"
"1043","96.92","49.37","68.39","11.85","47.88"
"1044","63.27","50.35","36.53","74.46","49.7"
"1045","99.76","47.98","5.56","98.62","40.25"
"1046","63.69","70.73","75.71","83.34","91.43"
"1047","14.88","86.49","45.44","98.39","51.64"
"1048","14.49","32.36","3.25","31.88","44.18"
"1049","79.4","64.33","77.05","80.54","89.05"
"1050","28.41","14.25","69.3","90.24","8.5"
"1051","13.11","48.34","54.81","9.17","36.74"
"1052","85.38","19.46","80.12","44.37","47.69"
"1053","87.54","91.35","39.32","97.95","5.92"
"1054","43","42.66","44.16","67.07","40.09"
"1055","38.9","64.42","19","39.23","13.94"
"1056","60.68","71.81","32.31","47.5","2.13"
"1057","12.3","47.82","31.04","40.98","31.42"
"1058","23.22","15.71","68.43","29.59","56.28"
"1059","97.54","65.17","84.97","40.43","70.67"
"1060","52.36","96.79","15.73","64.75","72.66"
"1061","56.69","25.14","61.78","70.43","96.1"
"1062","50.58","45.27","82.18","70.42","69.88"
"1063","89.76","63.04","38","30.55","69.51"
"1064","31.42","34.59","76.46","58.48","33.74"
"1065","15.6","77.74","74.01","97.07","17.77"
"1066","24.22","29.86","4.88","73.98","39.24"
"1067","90.55","57.1","81.69","86.66","1.53"
"1068","28.42","60.24","48.82","23.64","59.66"
"1069","29.81","99.77","39.97","9.04","23.75"
"1070","25.31","82.75","15.51","41.74","13.32"
"1071","10.67","73.47","1.42","91.99","85.83"
"1072","42.59","48.83","63.01","26.83","4.31"
"1073","88.27","6.27","88.59","88.72","62.63"
"1074","17.33","9.06","6.12","96.56","75.08"
"1075","79.74","38.92","87.16","68.75","10.16"
"1076","40.51","40.43","28.07","16.13","3.18"
"1077","53.55","85.49","18.68","39.7","14.71"
"1078","58.52","11.08","47.02","9.69","91.16"
"1079","85.24","83.99","27.3","33.19","28.94"
"1080","45.4","38.51","16.64","12.02","7.1"
"1081","13.67","93.67","40.45","37.58","7.6"
"1082","4.63","4.56","75.45","91.99","7.01"
"1083","58.46","8.22","34.06","47.56","29.03"
"1084","54.04","14.28","69.19","58.63","59.35"
"1085","13","98.86","5.18","33.14","98.52"
"1086","31.03","78.28","69.87","11.18","62.45"
"1087","24.75","39.74","21.95","10.84","30.77"
"1088","39.7","68.3","93.12","2.14","39.1"
"1089","31.13","24.8","52.15","50.05","63.41"
"1090","8.74","95.78","79.31","89.27","65.62"
"1091","32.2","84.48","31.85","77.86","28.94"
"1092","25.64","5.49","18.78","57.19","3.95"
"1093","46.13","66.52","20.36","26.05","92.51"
"1094","82.82","62.02","89.18","23.88","55.89"
"1095","82.89","86.09","38.91","93.52","20"
"1096","13.12","2.72","93.57","49.88","92.16"
"1097","50.7","47.42","31.35","27.18","40.83"
"1098","13.39","40.79","2.1","30.02","38.21"
"1099","96.5","27.27","50.43","49.91","4.9"
"1100","10.3","70.17","92.22","23.86","85.17"
"1101","82.6","35.93","65.59","28.82","71.25"
"1102","27.15","26.21","21.48","49.23","90.21"
"1103","53.36","28.27","11.98","45.72","47.67"
"1104","49.61","51.93","21.3","52.98","47.4"
"1105","9.5","14.77","41.36","0.01","18.15"
"1106","54.11","27.08","2.08","58.51","80.69"
"1107","14.08","11.51","4.09","9.35","66.14"
"1108","26.55","75.3","57.81","52.39","59.57"
"1109","98.19","38.78","2.66","13.29","84.96"
"1110","72.67","79.55","59.06","75.19","47.61"
"1111","66.56","75.72","58.04","40.61","66.85"
"1112","22.92","14.83","74.56","2.9","13.82"
"1113","99.38","36.98","16.7","33.13","16.51"
"1114","86.75","2.88","5.14","14.7","17.48"
"1115","45.62","40.37","5.83","68.26","54.99"
"1116","79.72","27.92","10.92","50.29","75.07"
"1117","91.68","75.03","2.41","54.72","17.86"
"1118","12.83","85.97","63.31","58.88","60.82"
"1119","64.08","64.5","60.18","14.92","90.59"
"1120","69.27","10.54","12.95","51.56","88.15"
"1121","35.74","78.59","62.85","43","79.78"
"1122","30.11","36.01","87.18","63.08","78.35"
"1123","53.39","38.16","59.36","10.59","59.45"
"1124","30.91","86.38","96.53","1.92","94.6"
"1125","23.5","12.56","60.49","66.17","48.88"
"1126","65.92","91.6","84.04","81.03","72.48"
"1127","85.95","7.82","11.79","1.42","54.29"
"1128","67.01","38.03","75.06","50.52","18.57"
"1129","51.74","73.68","43.2","11.51","3.33"
"1130","48.98","32.85","31.39","25.07","91.78"
"1131","54.24","70.57","92.44","67.17","12.25"
"1132","63.51","68.75","44.18","52.53","32.28"
"1133","52.83","28.37","74.89","57.63","39.52"
"1134","49.01","48.49","3.72","22.5","77.23"
"1135","92.31","16.29","95.32","54.64","37.62"
"1136","67.99","80.14","38.54","90.58","30"
"1137","85.31","65.18","30.18","61.07","69.45"
"1138","52.79","47.79","55.42","56.36","56.45"
"1139","40.49","72.02","7.28","31","49.55"
"1140","55.82","30.14","33.51","42.36","89.39"
"1141","9.46","13.9","29.96","78.05","23.61"
"1142","97.74","92.1","27.97","11.76","2.14"
"1143","58.5","43.59","82.79","1.86","31.26"
"1144","23.94","90.9","45.91","84.45","18.47"
"1145","86.01","42.86","63.88","33.42","3.91"
"1146","75.66","21.22","16.13","48.51","38.38"
"1147","83.56","97.03","76.64","82.77","36.91"
"1148","49.56","39.79","97.22","12.24","16.61"
"1149","5","65.41","28.38","22.19","2.38"
"1150","67.15","83.56","11.26","54.78","12.92"
"1151","73.92","20.2","44.21","86.36","75.71"
"1152","32.88","70.28","29.48","28.03","10.07"
"1153","26.11","14.89","97.95","64.25","86.37"
"1154","64.49","19.67","85.67","99.6","49.46"
"1155","1.67","47.03","52.86","98.34","1.21"
"1156","88.12","23.81","26.42","95.15","16.28"
"1157","24.68","27.31","84.91","79.44","80.41"
"1158","51.42","31.58","90.8","22.98","63.29"
"1159","81.06","9.75","85.89","33.92","82.48"
"1160","15.82","97.38","11.84","28.1","17.44"
"1161","85.31","25.35","68.03","1.55","28.13"
"1162","90","76.52","30.07","81.87","68.13"
"1163","51.59","26","35.29","71.86","49.36"
"1164","28.33","3.29","39.64","41.66","58.16"
"1165","12.46","83.15","53.31","1.27","44.29"
"1166","6.56","44.41","94.94","28.6","61.51"
"1167","91.47","93.62","8.43","18.68","61.42"
"1168","90.05","74.93","57.53","98.58","66.16"
"1169","43.66","9.93","17.2","57.48","41.86"
"1170","3.94","84.53","49.3","61.9","17.09"
"1171","70.82","18.59","19.52","83.69","73.96"
"1172","73.89","56.67","2.59","0.2","38.56"
"1173","89.11","36.92","60.63","9.25","4.78"
"1174","60.95","10.33","10.17","31.28","98.82"
"1175","12.08","40.64","6.77","40.16","23.48"
"1176","95.83","32.35","78.14","63.89","80.03"
"1177","99.49","72.39","3.57","11.75","82.68"
"1178","85.41","77.79","36.98","89.25","60.05"
"1179","64.13","19.15","89.16","16.17","31.42"
"1180","95.91","58.96","61.57","1.39","28.63"
"1181","3.42","87.09","73.67","46.65","3.02"
"1182","90.46","59.41","5.7","74.53","54.23"
"1183","71.19","27.55","2","10.86","95.05"
"1184","74.14","6.87","43.7","3.41","49.31"
"1185","14.93","86.3","7.04","89.04","43.54"
"1186","74.06","21.61","55.53","74.65","95.8"
"1187","52.22","10.01","24.73","37.62","34.4"
"1188","20.43","72.16","78.76","15.33","12.97"
"1189","92.19","79.28","30.69","7.86","77.72"
"1190","34.52","44.21","14.63","26","18.3"
"1191","0.47","16.28","22.97","54.59","49.94"
"1192","22.57","35.04","63.54","12.16","98.25"
"1193","51.1","46.32","78.22","51.23","95.88"
"1194","46.95","88.61","66.49","96.9","45.66"
"1195","37.95","24.32","59.74","17.69","65.55"
"1196","29.93","84.36","67.28","84.99","52.12"
"1197","60.49","61.33","32.53","8.31","24.77"
"1198","49.28","74.59","60.25","85.42","76.1"
"1199","30.83","76.28","49.73","90.37","99.07"
"1200","27.78","44.1","53.75","71.96","69.35"
"1201","39.61","21.05","78.79","64.24","17.37"
"1202","61.36","4.27","46.83","49.34","88.04"
"1203","0.74","77.13","37.27","33.53","33.37"
"1204","43.73","44.1","10.35","41.64","16.5"
"1205","37.15","21.65","46.58","6.61","15.36"
"1206","19.83","6.13","34.84","71.24","4.96"
"1207","32.67","57.44","59.94","48.63","79.31"
"1208","93.85","94.21","16.49","48.68","84.14"
"1209","45.38","90.02","0.36","8.31","52.84"
"1210","19.91","5.56","39.02","9.4","29.68"
"1211","85.86","86.23","3.73","22.61","85.48"
"1212","2.71","48.64","13.95","98.7","29.47"
"1213","76.91","26.06","82.07","79.79","81.45"
"1214","12.49","15.57","77.61","81.86","61.19"
"1215","96.45","52.78","41.24","51.23","50.31"
"1216","90.42","50.8","38.47","10.12","32.43"
"1217","17.69","74.68","24.84","60.64","77.47"
"1218","64.62","24.47","35.94","50.2","35.28"
"1219","61.23","70.82","51.62","98.79","31.18"
"1220","8.68","33.6","33.98","72.15","24.96"
"1221","27.44","54.63","10.07","45.81","57.02"
"1222","74.02","8.38","68.23","37.86","77.61"
"1223","61.16","81.74","53.45","70.12","10.52"
"1224","68.53","68.44","35.58","5.49","45.44"
"1225","30.7","74.06","27.62","75.48","86.32"
"1226","38.73","11.12","52.12","37.21","78.24"
"1227","6.82","44.53","7.87","88.76","92.59"
"1228","93.75","48.25","6.66","80.44","17.76"
"1229","17.82","36.93","86.9","87.18","30.19"
"1230","44.42","40.59","42.11","82.78","31.73"
"1231","96.68","96.46","84.54","67.36","60.52"
"1232","39.45","49.95","80.81","76.81","41.56"
"1233","68.9","97.18","72.25","65.78","95.14"
"1234","29.34","19.3","32.5","9.64","47.85"
"1235","68.8","68.97","67.86","57.59","53.94"
"1236","89.76","16.17","8.02","28.99","80.05"
"1237","8.13","89.63","21.72","71.28","11.2"
"1238","75.91","49.97","59.72","0.75","44.96"
"1239","22.12","56.5","49.71","43.37","48.79"
"1240","22.65","52.6","92.18","74.28","61.28"
"1241","15.35","30.08","59.27","81.43","78.25"
"1242","61.8","9.37","28.98","97.25","3.91"
"1243","35.06","13.66","80.34","64.32","32.11"
"1244","67.65","12.45","78.22","55.61","64.51"
"1245","31.78","70.88","28.17","85.17","9.24"
"1246","37.94","62.75","35.06","55.89","56.61"
"1247","35.96","17.51","93.43","94.91","33.4"
"1248","38","80.91","60.92","79.47","76.25"
"1249","80.69","39.94","79.31","96.58","97.45"
"1250","59.95","97.07","96.82","28.53","44.77"
"1251","21.31","28.68","91.85","54.57","71.58"
"1252","56.05","35.62","31.55","60.17","58.37"
"1253","19.8","17","38.42","30.19","64.14"
"1254","9.6","2.41","21.99","27.71","69.56"
"1255","56.19","16.8","70.24","91.19","49.2"
"1256","14.16","55.14","59.28","15.92","50.56"
"1257","98.15","10.2","38.44","60.05","41.89"
"1258","60.21","94.56","16.18","78.05","49.82"
"1259","38.42","89.63","41.13","68.6","83.25"
"1260","60.25","43.18","39.67","57.76","83.89"
"1261","24.64","79.06","26.99","0.62","68.36"
"1262","56.51","51.71","10.88","86.45","31.22"
"1263","45.26","26.74","0.57","62.11","17.34"
"1264","4.5","0.12","4.68","52.01","39.78"
"1265","86.28","72.17","5.53","72.19","46.68"
"1266","60.1","15.18","48.53","95.1","2.13"
"1267","59.31","51.4","31.76","14.05","8.94"
"1268","55.71","68.6","36.13","78.61","79.42"
"1269","61.04","8.12","8.77","5.75","20.71"
"1270","84.26","44.44","93.15","4.3","22.83"
"1271","55.01","13.12","61.33","47.67","2.29"
"1272","89.3","37.93","14.28","11.2","67.83"
"1273","56.13","22.26","64.94","1.46","38.34"
"1274","67.71","10.49","41.11","21.96","53.49"
"1275","33.71","39.61","66.7","40.45","4.56"
"1276","50.34","7.6","32.24","16.02","44.94"
"1277","52.82","99.49","47.36","67.64","51.54"
"1278","56.2","58.08","84.09","76.02","13.16"
"1279","64.89","11.37","55.15","89.48","62.69"
"1280","64.11","65.29","96.31","1.05","30.69"
"1281","17.97","57.62","25.13","55.04","36.97"
"1282","60.25","57.25","48.89","33.82","64.48"
"1283","7.27","36.46","16.25","69.74","54.77"
"1284","80.87","10.97","83.96","33.79","41.51"
"1285","18.6","3.71","57.94","26.42","74.98"
"1286","59.67","30.2","76.2","51.26","69.83"
"1287","27.55","96.34","80.72","45.91","79.28"
"1288","10.05","34.94","43.09","44.16","40.54"
"1289","13.59","59.24","33.75","70.13","51.31"
"1290","76.17","83.22","43.96","78.31","35.37"
"1291","26.45","15.99","40.95","30.07","16.93"
"1292","75.74","20.35","55.12","5.53","66.71"
"1293","22","76.66","3.46","20.44","66.49"
"1294","83.49","66.27","46.36","60.03","62.89"
"1295","22.38","46.9","61.74","27.14","82.18"
"1296","74.58","93.09","51.96","99.68","26.39"
"1297","87.71","65.44","33.69","60.15","92.96"
"1298","26.66","4.39","46.94","87.29","12.57"
"1299","3.59","40.71","57.28","83.23","14.72"
"1300","17.88","42.36","54.09","91.25","86.99"
"1301","94.15","77.17","50.6","93.63","64.82"
"1302","75.52","13.26","41.45","41.75","74.33"
"1303","54.19","29.64","21.12","14.42","75.9"
"1304","48.45","71.67","12.53","97.93","87.31"
"1305","66.65","90.37","20.64","42.09","9.33"
"1306","20.72","37.89","43.69","76.68","15.25"
"1307","91.96","3.87","97.32","41.5","75.55"
"1308","59.41","37.53","22.35","95.02","80.73"
"1309","32.71","34.83","77.43","3.36","89.27"
"1310","82.05","24.33","90.11","50.49","48.43"
"1311","42.58","1.01","88.45","91.89","74.28"
"1312","26.44","69.46","51.01","62.53","99.58"
"1313","76.67","15.56","5.11","28.59","50.11"
"1314","66.18","3.18","66.4","58.51","51"
"1315","6.5","46.8","29.11","9.33","81.08"
"1316","32.42","26.12","41.14","17.31","30.42"
"1317","35.49","79.44","86.95","5","9.48"
"1318","70.08","11.22","22.54","79.13","13.37"
"1319","20.86","91.71","71.1","16.07","40.2"
"1320","74.65","90.85","79.73","73.07","25.44"
"1321","66.66","55.96","68.23","15.32","32.02"
"1322","6.26","78.18","17.71","36.76","79.42"
"1323","88.79","34.74","78.02","45.31","76.03"
"1324","36.67","25.25","1.58","2.51","50.22"
"1325","66.48","93.4","20.47","34.21","28.57"
"1326","68.9","3.13","81.3","90.38","80.44"
"1327","8.22","3.25","0.58","39.53","30.78"
"1328","84.63","71.2","13.97","28.33","79.28"
"1329","63.72","32.25","5","16.46","91.95"
"1330","57.43","79.51","75.74","34.88","78.52"
"1331","64.45","72.19","73.3","91.38","64.28"
"1332","95.63","28.18","27.55","9.55","68.6"
"1333","23.82","27.97","28.65","43.72","28.39"
"1334","90.34","18.03","2.73","85.59","66.64"
"1335","4.89","11.04","57.24","57.09","75.41"
"1336","96.21","93.62","55.67","24.86","89.46"
"1337","94.64","20.5","63.61","20.54","53.17"
"1338","34.18","90.12","0.21","48.33","67.09"
"1339","22.89","63.53","77.17","3.09","26.76"
"1340","71.9","40.88","65.29","98.77","35.91"
"1341","29.75","19.56","87.06","34.16","7.29"
"1342","78.24","40.46","49.66","94.7","52.35"
"1343","71.2","4.67","84.77","52.33","42.15"
"1344","98.71","90.22","62.88","70.58","10.82"
"1345","28.19","2.95","26.15","68.48","13.21"
"1346","70.86","26.69","77.68","71.74","72.29"
"1347","49.75","7.69","82","4.28","42.22"
"1348","37.31","95.52","10.17","5.24","59.15"
"1349","17.37","56.48","48.01","83.38","21.89"
"1350","35.34","52.74","64.58","98.7","62.96"
"1351","83.57","41.4","11.47","61.23","46.57"
"1352","14.84","73.94","2.04","28.51","83.7"
"1353","10.73","98.16","91.23","17.86","11.99"
"1354","9.46","20.56","96.31","0.85","44.88"
"1355","14.13","72.55","55.9","78.26","88.23"
"1356","32.7","74.37","51.38","84.85","50.6"
"1357","73.83","69.98","77.2","95.31","20.11"
"1358","19.68","32.44","43.06","3.33","35.02"
"1359","75.66","5.53","75.69","20.32","15.19"
"1360","50.53","53.06","98.72","16.89","43.19"
"1361","12.31","16.01","36.28","8.08","51.29"
"1362","83.79","33.21","75.31","71.59","41.4"
"1363","69.94","43.33","48.98","78.59","57.03"
"1364","28.39","8.88","39.53","6.38","71.75"
"1365","3.64","40.1","10.57","94.28","94.54"
"1366","48.88","47.53","10.29","49.66","33.37"
"1367","8.54","6.44","54.26","30.21","96.4"
"1368","57.18","61.37","99.23","43.14","89.95"
"1369","0.91","88.53","98.07","52.94","58.32"
"1370","94.81","30.8","33.3","27.42","2.53"
"1371","34.76","94.79","96.67","63.83","73.71"
"1372","90.94","98.77","79","84.36","21.4"
"1373","14.21","90.35","8.49","12.18","88.72"
"1374","41.58","92.97","82.86","8","91.45"
"1375","91.48","12.53","58.51","65.81","87.16"
"1376","90.51","46.59","70.76","48.16","38.34"
"1377","46.53","2.5","98.73","48.54","36.34"
"1378","85.55","78.65","17.18","27.41","28.58"
"1379","56.32","73.12","71.63","29.34","59.91"
"1380","58.88","12.62","37.94","83.5","70.29"
"1381","20.38","26.8","55.77","51.24","76.85"
"1382","13.14","18.93","49.69","82.18","94.13"
"1383","30.71","36.91","28.34","32.15","69.21"
"1384","5.07","92.62","71.87","77.46","31.44"
"1385","46.49","67.13","39.13","75.32","21.69"
"1386","79.28","32.01","64.14","48.47","94.25"
"1387","34.94","3.68","78.57","46.67","37.47"
"1388","96.46","63.53","94.18","72.94","26.3"
"1389","19.82","40.84","90.29","39.69","13.88"
"1390","37.36","2.74","88.98","60.2","71.78"
"1391","0.89","73.87","29.61","13.07","32.97"
"1392","23.79","24.67","12.33","98.51","94.19"
"1393","67.85","29.47","24.61","9.04","22.95"
"1394","39.59","24.91","77.36","99.42","63.86"
"1395","25.91","7.75","66.02","8.34","22.94"
"1396","64.58","77.9","3.56","37.97","28.78"
"1397","12.97","25.4","43.21","43.8","14.65"
"1398","92.56","58.48","0.24","94.54","73.84"
"1399","19.4","74.15","79.3","2.29","87.5"
"1400","5.95","30.32","4.78","40.78","2.61"
"1401","63.81","61.75","65.01","88.4","9.63"
"1402","88.31","80.19","45.58","53.97","37.63"
"1403","34.3","33.6","85.87","6.81","10.85"
"1404","54.99","27.33","43.54","94.77","11.18"
"1405","53.84","94.4","44","15.57","46.84"
"1406","93","75.17","56.25","52.57","18.23"
"1407","92.55","77.84","82.6","64.39","4.25"
"1408","89.47","64.82","9.42","46.24","87.39"
"1409","67.77","90.27","91.05","7.47","35.48"
"1410","8.07","76.58","26.74","52.16","99.61"
"1411","76.87","0.48","28.87","45.86","14.13"
"1412","51.01","97.93","50.96","13.42","53.03"
"1413","44.49","30.06","73.31","4.02","24.32"
"1414","76.76","93.4","97.54","84.44","56.63"
"1415","37.28","94.49","72.14","17.8","50.18"
"1416","51.72","78.3","44.28","26.88","32.8"
"1417","50.04","14.76","95.47","14.11","1.16"
"1418","29.3","5.09","20.27","17.61","76.96"
"1419","17.43","23.3","24.89","25.56","25.48"
"1420","40.11","78.61","60.36","42.65","74.6"
"1421","75.47","55.25","87.2","97.29","75.85"
"1422","85.6","73.43","22.77","32.27","27.81"
"1423","79.03","9.37","42.36","78.58","49.92"
"1424","37.07","69.24","32.23","34.82","4.73"
"1425","12.09","90.21","8.28","40.05","11.21"
"1426","48.97","80.03","79.34","64.6","83.98"
"1427","99.91","46.41","49.99","10.76","71.49"
"1428","52.95","35.88","32.58","34.14","76.41"
"1429","1.86","0.49","45.21","23.39","72.05"
"1430","80.44","59.79","1.42","5","76.68"
"1431","7.04","50.52","37.26","34.17","50.05"
"1432","27.48","58.09","12.98","79.04","16.3"
"1433","96.41","91.61","61.52","85.05","56.73"
"1434","85.51","57.77","18.5","20.28","2.44"
"1435","62.6","52.5","14.47","89.14","59.6"
"1436","69.91","7.75","47.08","9.21","51.12"
"1437","41.73","28.58","61.77","92.68","15.14"
"1438","60.75","44.87","91.82","77.79","23.11"
"1439","53.5","14.08","90.34","19.43","67.26"
"1440","65.37","73.96","35.92","42.93","64.18"
"1441","98.78","23.11","26.44","55.44","74.56"
"1442","41.54","26.62","12.26","37.43","21.13"
"1443","100","62.64","65.87","9.19","39.56"
"1444","91.03","87.17","89.41","44.76","37"
"1445","62.19","4.81","46.47","31.01","36.52"
"1446","64.42","88.17","14.26","64.28","58.03"
"1447","35.82","18.95","51.53","26.23","56.91"
"1448","13.06","22.01","52.65","84.12","64.44"
"1449","20.28","55.91","85.46","68.74","92.59"
"1450","40.7","63.94","73.18","76.11","41.68"
"1451","4.42","75.75","94.76","63.24","47.09"
"1452","7.48","76.73","80.98","39.32","69.7"
"1453","34.48","83.1","20.28","74.24","69.01"
"1454","45.53","73.44","2.3","56.94","18.75"
"1455","6.78","48.98","38.16","7.65","51.38"
"1456","11.07","62.42","99.54","26.78","45.8"
"1457","82.51","56","5.23","30.03","40.29"
"1458","2.65","78.81","95.51","74.03","84.48"
"1459","93.73","40.79","14.08","24.48","39.12"
"1460","58.81","62.37","84.39","8.64","42.44"
"1461","84.98","56.13","98.83","93","28.76"
"1462","11.96","41.84","45.14","91.92","59.11"
"1463","37.16","26.27","14.96","21.32","42.15"
"1464","2.25","5.69","23.47","17.58","5.09"
"1465","25.15","12.61","20.75","81","64.86"
"1466","51.13","73.01","74.2","22.61","80.02"
"1467","88.76","6.48","74.99","32.82","16.19"
"1468","93.94","62.19","97.89","15.9","56.69"
"1469","39.94","90.99","26.4","39.03","92.86"
"1470","22.84","61.12","87.35","73.22","25.42"
"1471","22.67","72.61","77.79","56.7","81.47"
"1472","77.06","55.01","88.85","35.12","21.34"
"1473","4.12","56.95","72.39","24.71","61.73"
"1474","72.93","90.72","27.05","55.23","24.5"
"1475","43.85","13.01","25.44","91.78","34.86"
"1476","21.95","2.58","82.43","4.68","20.93"
"1477","35.75","21.55","3.27","18.72","10.19"
"1478","79.8","70.08","42.2","89.34","43.22"
"1479","91.83","66.96","17.59","62.69","80.57"
"1480","18.21","35.88","36.59","55.88","94.61"
"1481","99.22","56.6","18.46","94.85","33.29"
"1482","23.97","25.34","78.98","81.66","39.52"
"1483","75.97","24.52","51.39","13.05","62.26"
"1484","9.53","81.17","4.09","58.5","69.73"
"1485","83.77","54.78","11.6","89.35","42.25"
"1486","68.99","0.25","88.92","98.36","70.86"
"1487","63.65","8.13","93.33","75.33","34.15"
"1488","84.66","79.85","90.29","56.97","97.64"
"1489","3.15","29.64","18.58","98.51","52.72"
"1490","66.16","22.27","96.91","37.59","4.42"
"1491","56.37","53.17","13.92","57.24","46.16"
"1492","24.53","96.93","54.33","4.4","16.01"
"1493","77.57","71.91","21.24","37.3","77.76"
"1494","82.2","15.66","24.09","4.57","46.81"
"1495","52.37","88.4","37.03","9.51","91.2"
"1496","72.64","63.76","26.81","39.99","58.34"
"1497","53.58","37.96","0.23","24.94","87.01"
"1498","61.81","51.73","54.56","89.7","2.72"
"1499","56.3","0.86","16.66","35.18","10.26"
"1500","42.87","53.03","17.47","76.04","47.19"
"1501","30.38","60.22","49.71","81.98","58.25"
"1502","52.86","92.46","76.69","80.48","57.71"
"1503","73.69","72.78","91.76","61.54","24.18"
"1504","59.39","24.63","51.56","5.17","77.76"
"1505","98.73","55.11","68.49","50.58","18.97"
"1506","50.37","83.22","18.85","18.46","42.37"
"1507","74.13","4.49","30.63","67.46","24.6"
"1508","11.66","39.09","34.95","88.13","38.52"
"1509","51.06","48.52","47.92","32.83","48.22"
"1510","86.67","18.43","90.34","32.44","93"
"1511","67.16","17.42","88.89","94.8","56.79"
"1512","66.43","93.69","10.41","46.59","4.14"
"1513","44.96","72","9.35","72.69","3.92"
"1514","89.06","14.37","68.86","41.82","88.65"
"1515","38.53","46.23","92.81","32.49","91.66"
"1516","0.66","84.33","26.51","71.04","11.08"
"1517","8.79","83.56","86.52","4.94","91.42"
"1518","38.99","47","86.15","52.47","69.95"
"1519","26.8","95.09","62.21","79.31","85.24"
"1520","75.75","35.99","0.82","98.8","43.8"
"1521","99.55","15.98","38.21","74","45.98"
"1522","54.86","60.1","93.51","15.72","29.19"
"1523","5.21","76.54","7.02","72.68","9.95"
"1524","27.93","40.64","37.14","79.99","76.91"
"1525","34.09","67.92","80.17","95.29","67.85"
"1526","20.09","57.51","64.62","83.56","28.02"
"1527","86.65","33.28","16.4","97.2","32.97"
"1528","5.76","96.27","98.63","73.28","40.26"
"1529","11.97","86.21","8.5","42.58","54.88"
"1530","60.1","57.85","93.37","63.18","62.12"
"1531","53.42","29.81","59.91","65.42","99.37"
"1532","56.16","98.55","25.23","95.77","94.56"
"1533","10.56","70.31","17.56","70.12","26.33"
"1534","91.44","73.9","96.48","67.87","88.54"
"1535","18.31","49.72","90.86","88.34","42.74"
"1536","68.02","18.4","22.77","71.75","38.37"
"1537","6.89","9.78","44.65","83.18","37.66"
"1538","19.24","28.67","73.62","40.15","10.92"
"1539","18.03","5.28","10.38","88.36","41.91"
"1540","16.36","26.38","80.55","74.95","67"
"1541","41.67","11.41","40.13","78.83","66.36"
"1542","96.94","10.02","64.6","67.09","56.62"
"1543","13.01","24.82","42.5","20.37","39.5"
"1544","17.65","75.82","84.1","52.58","68.48"
"1545","60.86","64.68","99.05","42.72","6.16"
"1546","21.37","73.07","45.44","59.47","33.59"
"1547","88.98","30.66","54.64","35.19","46.98"
"1548","0.66","46.98","21.59","74.08","68.9"
"1549","68.74","85.07","95.08","41.63","27.2"
"1550","79.1","1.01","88.82","57.49","97.31"
"1551","37.81","11.64","99.62","71.48","94.33"
"1552","90.53","94.85","48.75","12.65","79.73"
"1553","97.93","78.54","84.08","33.19","11.42"
"1554","40.56","81.74","78.47","7.15","20.81"
"1555","56.01","63.91","57.67","69.8","43.07"
"1556","88.29","24.61","62.69","98.11","18.37"
"1557","67.83","10.51","97.1","25.85","57.4"
"1558","61.82","81.01","79.31","95.25","16.99"
"1559","96.68","17.49","34.57","1.34","69.37"
"1560","61.94","59.64","64.55","89.56","17.86"
"1561","78.68","80.42","83.94","35.74","99.25"
"1562","28.32","76.24","9.38","32.67","66.77"
"1563","25.48","94.59","68.88","77.46","88.14"
"1564","64.72","63.04","58.54","81.91","3.3"
"1565","45.79","14.91","26.06","37.66","54.67"
"1566","71.01","67.65","48.58","83.7","24.13"
"1567","94.39","70.75","26.08","90.02","49.66"
"1568","80.43","11.47","97.92","91.28","48.56"
"1569","55.82","23.6","48.23","67.35","6.21"
"1570","81.42","42.94","33.24","54.84","8.79"
"1571","28.47","79.14","78.82","59.86","37.88"
"1572","93.12","51.74","4.49","42.14","97.06"
"1573","48.57","52.78","42.47","92.31","85.89"
"1574","14.04","53.53","12.06","64.22","54.73"
"1575","22.59","34.67","56.16","20.36","64.24"
"1576","8.79","46.78","78.25","45.01","3.36"
"1577","19.92","47.36","39.32","30.12","93.22"
"1578","92.5","19.04","38.07","16.35","48.25"
"1579","26.2","67.93","40.06","63.4","86.79"
"1580","10.55","93.88","14.63","55.62","26.52"
"1581","67.83","78.49","97.61","99.55","13.01"
"1582","92.24","82.25","79.87","53.72","70.66"
